disease_cohort,path_id,anchor_disease_id,anchor_disease_name,anchor_disease_source,path_length,end_node_id,end_node_type,end_node_name,end_node_source,path_node_names,path_node_types,path_relations,novel_edge_count,literature_edge_count
Canavan,b75ce433fd8d1060,10079_16781_16207,Canavan disease,MONDO_grouped,2,25,gene/protein,ABL1,NCBI,Canavan disease (disease) > microcephaly (disease) > ABL1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,2f1eb1a3eacc7969,10079_16781_16207,Canavan disease,MONDO_grouped,2,421,gene/protein,ARVCF,NCBI,Canavan disease (disease) > microcephaly (disease) > ARVCF (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,e59773afb7dd7370,10079_16781_16207,Canavan disease,MONDO_grouped,2,545,gene/protein,ATR,NCBI,Canavan disease (disease) > microcephaly (disease) > ATR (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,92a5cb67a7f1edaa,10079_16781_16207,Canavan disease,MONDO_grouped,2,867,gene/protein,CBL,NCBI,Canavan disease (disease) > microcephaly (disease) > CBL (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,4a3dd168b814736a,10079_16781_16207,Canavan disease,MONDO_grouped,2,894,gene/protein,CCND2,NCBI,Canavan disease (disease) > microcephaly (disease) > CCND2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,007917b7a8bd186d,10079_16781_16207,Canavan disease,MONDO_grouped,2,1499,gene/protein,CTNNB1,NCBI,Canavan disease (disease) > microcephaly (disease) > CTNNB1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,65c031dd44a339ec,10079_16781_16207,Canavan disease,MONDO_grouped,2,2316,gene/protein,FLNA,NCBI,Canavan disease (disease) > microcephaly (disease) > FLNA (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,cbcf6bf0b44567f4,10079_16781_16207,Canavan disease,MONDO_grouped,2,5159,gene/protein,PDGFRB,NCBI,Canavan disease (disease) > microcephaly (disease) > PDGFRB (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,500de4d489730493,10079_16781_16207,Canavan disease,MONDO_grouped,2,5347,gene/protein,PLK1,NCBI,Canavan disease (disease) > microcephaly (disease) > PLK1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,8d1b3e4f1829b739,10079_16781_16207,Canavan disease,MONDO_grouped,2,5591,gene/protein,PRKDC,NCBI,Canavan disease (disease) > microcephaly (disease) > PRKDC (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,b16da35c05690eb1,10079_16781_16207,Canavan disease,MONDO_grouped,2,6597,gene/protein,SMARCA4,NCBI,Canavan disease (disease) > microcephaly (disease) > SMARCA4 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,fb3920748560162e,10079_16781_16207,Canavan disease,MONDO_grouped,2,6709,gene/protein,SPTAN1,NCBI,Canavan disease (disease) > microcephaly (disease) > SPTAN1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,b9150743b04b9c3f,10079_16781_16207,Canavan disease,MONDO_grouped,2,7015,gene/protein,TERT,NCBI,Canavan disease (disease) > microcephaly (disease) > TERT (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,8c14a8157d4a9b09,10079_16781_16207,Canavan disease,MONDO_grouped,2,7532,gene/protein,YWHAG,NCBI,Canavan disease (disease) > microcephaly (disease) > YWHAG (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,d3e1275dfaf10e85,10079_16781_16207,Canavan disease,MONDO_grouped,2,10524,gene/protein,KAT5,NCBI,Canavan disease (disease) > microcephaly (disease) > KAT5 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,41cc0d405f7a88b9,10079_16781_16207,Canavan disease,MONDO_grouped,2,50937,gene/protein,CDON,NCBI,Canavan disease (disease) > microcephaly (disease) > CDON (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,8d4dc092523f3506,10079_16781_16207,Canavan disease,MONDO_grouped,2,64857,gene/protein,PLEKHG2,NCBI,Canavan disease (disease) > microcephaly (disease) > PLEKHG2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,87c5a63e018a01ce,10079_16781_16207,Canavan disease,MONDO_grouped,2,91179,gene/protein,SCARF2,NCBI,Canavan disease (disease) > microcephaly (disease) > SCARF2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,7245d537ce8d8536,10079_16781_16207,Canavan disease,MONDO_grouped,2,23126,gene/protein,POGZ,NCBI,Canavan disease (disease) > microcephaly (disease) > POGZ (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,aaefca8f45f9cf19,10079_16781_16207,Canavan disease,MONDO_grouped,2,5781,gene/protein,PTPN11,NCBI,Canavan disease (disease) > microcephaly (disease) > PTPN11 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,f08fc9c6fecac90f,10079_16781_16207,Canavan disease,MONDO_grouped,2,51119,gene/protein,SBDS,NCBI,Canavan disease (disease) > microcephaly (disease) > SBDS (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,4ef7ad95a8f12a6d,10079_16781_16207,Canavan disease,MONDO_grouped,2,1315,gene/protein,COPB1,NCBI,Canavan disease (disease) > microcephaly (disease) > COPB1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,1e1f0654990a2991,10079_16781_16207,Canavan disease,MONDO_grouped,2,36,gene/protein,ACADSB,NCBI,Canavan disease (disease) > microcephaly (disease) > ACADSB (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,ac1c096e01c775c2,10079_16781_16207,Canavan disease,MONDO_grouped,2,29968,gene/protein,PSAT1,NCBI,Canavan disease (disease) > microcephaly (disease) > PSAT1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,52e3f9b2a40a4761,10079_16781_16207,Canavan disease,MONDO_grouped,2,55325,gene/protein,UFSP2,NCBI,Canavan disease (disease) > microcephaly (disease) > UFSP2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,04d6719e374720ab,10079_16781_16207,Canavan disease,MONDO_grouped,2,1282,gene/protein,COL4A1,NCBI,Canavan disease (disease) > microcephaly (disease) > COL4A1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,f3540737de050bc9,10079_16781_16207,Canavan disease,MONDO_grouped,2,7022,gene/protein,TFAP2C,NCBI,Canavan disease (disease) > microcephaly (disease) > TFAP2C (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,968966666f87a2ba,10079_16781_16207,Canavan disease,MONDO_grouped,2,5830,gene/protein,PEX5,NCBI,Canavan disease (disease) > microcephaly (disease) > PEX5 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,43bb78d6015297fc,10079_16781_16207,Canavan disease,MONDO_grouped,2,4040,gene/protein,LRP6,NCBI,Canavan disease (disease) > microcephaly (disease) > LRP6 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,f0540bb62ecb7565,10079_16781_16207,Canavan disease,MONDO_grouped,2,9759,gene/protein,HDAC4,NCBI,Canavan disease (disease) > microcephaly (disease) > HDAC4 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,ca5b8e6c8e5bc725,10079_16781_16207,Canavan disease,MONDO_grouped,2,55869,gene/protein,HDAC8,NCBI,Canavan disease (disease) > microcephaly (disease) > HDAC8 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,11932eae93e745bc,10079_16781_16207,Canavan disease,MONDO_grouped,2,71,gene/protein,ACTG1,NCBI,Canavan disease (disease) > microcephaly (disease) > ACTG1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,e691e22f7d300d15,10079_16781_16207,Canavan disease,MONDO_grouped,2,1636,gene/protein,ACE,NCBI,Canavan disease (disease) > microcephaly (disease) > ACE (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,3c3a17dfc9d4e8f4,10079_16781_16207,Canavan disease,MONDO_grouped,2,51807,gene/protein,TUBA8,NCBI,Canavan disease (disease) > microcephaly (disease) > TUBA8 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,f532b6a8b21a0fa5,10079_16781_16207,Canavan disease,MONDO_grouped,2,116150,gene/protein,NUS1,NCBI,Canavan disease (disease) > microcephaly (disease) > NUS1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,95388f3fc8d9abe0,10079_16781_16207,Canavan disease,MONDO_grouped,2,10134,gene/protein,BCAP31,NCBI,Canavan disease (disease) > microcephaly (disease) > BCAP31 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,e92025d1b5b84237,10079_16781_16207,Canavan disease,MONDO_grouped,2,79648,gene/protein,MCPH1,NCBI,Canavan disease (disease) > microcephaly (disease) > MCPH1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,95ceb0b7bd1ded59,10079_16781_16207,Canavan disease,MONDO_grouped,2,816,gene/protein,CAMK2B,NCBI,Canavan disease (disease) > microcephaly (disease) > CAMK2B (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,bd6187e52fdcf516,10079_16781_16207,Canavan disease,MONDO_grouped,2,23513,gene/protein,SCRIB,NCBI,Canavan disease (disease) > microcephaly (disease) > SCRIB (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,91e2a1b80f2c5eb9,10079_16781_16207,Canavan disease,MONDO_grouped,2,6595,gene/protein,SMARCA2,NCBI,Canavan disease (disease) > microcephaly (disease) > SMARCA2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,972e7bdad4d5d8d3,10079_16781_16207,Canavan disease,MONDO_grouped,2,8289,gene/protein,ARID1A,NCBI,Canavan disease (disease) > microcephaly (disease) > ARID1A (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,3f7d6efa6c2842ac,10079_16781_16207,Canavan disease,MONDO_grouped,2,57492,gene/protein,ARID1B,NCBI,Canavan disease (disease) > microcephaly (disease) > ARID1B (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,cf48a240e9327c22,10079_16781_16207,Canavan disease,MONDO_grouped,2,2903,gene/protein,GRIN2A,NCBI,Canavan disease (disease) > microcephaly (disease) > GRIN2A (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,2a26b21389579832,10079_16781_16207,Canavan disease,MONDO_grouped,2,2904,gene/protein,GRIN2B,NCBI,Canavan disease (disease) > microcephaly (disease) > GRIN2B (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,423394601117b749,10079_16781_16207,Canavan disease,MONDO_grouped,2,5594,gene/protein,MAPK1,NCBI,Canavan disease (disease) > microcephaly (disease) > MAPK1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,d3ae73885eb4488c,10079_16781_16207,Canavan disease,MONDO_grouped,2,2626,gene/protein,GATA4,NCBI,Canavan disease (disease) > microcephaly (disease) > GATA4 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,f3336a18501a6c55,10079_16781_16207,Canavan disease,MONDO_grouped,2,103,gene/protein,ADAR,NCBI,Canavan disease (disease) > microcephaly (disease) > ADAR (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,dfe1d21dc17041fd,10079_16781_16207,Canavan disease,MONDO_grouped,2,3832,gene/protein,KIF11,NCBI,Canavan disease (disease) > microcephaly (disease) > KIF11 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,6738b976083e8d1d,10079_16781_16207,Canavan disease,MONDO_grouped,2,120,gene/protein,ADD3,NCBI,Canavan disease (disease) > microcephaly (disease) > ADD3 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,2d730632be250353,10079_16781_16207,Canavan disease,MONDO_grouped,2,3339,gene/protein,HSPG2,NCBI,Canavan disease (disease) > microcephaly (disease) > HSPG2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,0035edb078edaac7,10079_16781_16207,Canavan disease,MONDO_grouped,2,128,gene/protein,ADH5,NCBI,Canavan disease (disease) > microcephaly (disease) > ADH5 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,150a8f916571937b,10079_16781_16207,Canavan disease,MONDO_grouped,2,2782,gene/protein,GNB1,NCBI,Canavan disease (disease) > microcephaly (disease) > GNB1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,ea351da1ddaf3d7f,10079_16781_16207,Canavan disease,MONDO_grouped,2,546,gene/protein,ATRX,NCBI,Canavan disease (disease) > microcephaly (disease) > ATRX (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,c1c1964a94ccb687,10079_16781_16207,Canavan disease,MONDO_grouped,2,22880,gene/protein,MORC2,NCBI,Canavan disease (disease) > microcephaly (disease) > MORC2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,7241000d17ef2239,10079_16781_16207,Canavan disease,MONDO_grouped,2,84464,gene/protein,SLX4,NCBI,Canavan disease (disease) > microcephaly (disease) > SLX4 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,265f76cfcb6eb8f5,10079_16781_16207,Canavan disease,MONDO_grouped,2,1967,gene/protein,EIF2B1,NCBI,Canavan disease (disease) > microcephaly (disease) > EIF2B1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,48cca21f1f7e41fd,10079_16781_16207,Canavan disease,MONDO_grouped,2,2775,gene/protein,GNAO1,NCBI,Canavan disease (disease) > microcephaly (disease) > GNAO1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,daede07240b96d70,10079_16781_16207,Canavan disease,MONDO_grouped,2,5063,gene/protein,PAK3,NCBI,Canavan disease (disease) > microcephaly (disease) > PAK3 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,e7b8e6503b7c000e,10079_16781_16207,Canavan disease,MONDO_grouped,2,10000,gene/protein,AKT3,NCBI,Canavan disease (disease) > microcephaly (disease) > AKT3 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,26ea34159cc5df1a,10079_16781_16207,Canavan disease,MONDO_grouped,2,23097,gene/protein,CDK19,NCBI,Canavan disease (disease) > microcephaly (disease) > CDK19 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,79cb46313bc56840,10079_16781_16207,Canavan disease,MONDO_grouped,2,56924,gene/protein,PAK6,NCBI,Canavan disease (disease) > microcephaly (disease) > PAK6 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,1f3bb376ecf34f03,10079_16781_16207,Canavan disease,MONDO_grouped,2,6472,gene/protein,SHMT2,NCBI,Canavan disease (disease) > microcephaly (disease) > SHMT2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,4176d8246e41d065,10079_16781_16207,Canavan disease,MONDO_grouped,2,6888,gene/protein,TALDO1,NCBI,Canavan disease (disease) > microcephaly (disease) > TALDO1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,cf6da4f7a67b1748,10079_16781_16207,Canavan disease,MONDO_grouped,2,9632,gene/protein,SEC24C,NCBI,Canavan disease (disease) > microcephaly (disease) > SEC24C (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,511f36024c267a50,10079_16781_16207,Canavan disease,MONDO_grouped,2,1729,gene/protein,DIAPH1,NCBI,Canavan disease (disease) > microcephaly (disease) > DIAPH1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,fc51b98c82087ec4,10079_16781_16207,Canavan disease,MONDO_grouped,2,183,gene/protein,AGT,NCBI,Canavan disease (disease) > microcephaly (disease) > AGT (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,9ec7ee1f26596be7,10079_16781_16207,Canavan disease,MONDO_grouped,2,492,gene/protein,ATP2B3,NCBI,Canavan disease (disease) > microcephaly (disease) > ATP2B3 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,db8d00ed49fd7b95,10079_16781_16207,Canavan disease,MONDO_grouped,2,1376,gene/protein,CPT2,NCBI,Canavan disease (disease) > microcephaly (disease) > CPT2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,684eea8be7257c49,10079_16781_16207,Canavan disease,MONDO_grouped,2,2175,gene/protein,FANCA,NCBI,Canavan disease (disease) > microcephaly (disease) > FANCA (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,3460f3bf64340c03,10079_16781_16207,Canavan disease,MONDO_grouped,2,9409,gene/protein,PEX16,NCBI,Canavan disease (disease) > microcephaly (disease) > PEX16 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,83980edbd94e4ae8,10079_16781_16207,Canavan disease,MONDO_grouped,2,80185,gene/protein,TTI2,NCBI,Canavan disease (disease) > microcephaly (disease) > TTI2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,7f5bdcccb1e435f7,10079_16781_16207,Canavan disease,MONDO_grouped,2,9894,gene/protein,TELO2,NCBI,Canavan disease (disease) > microcephaly (disease) > TELO2 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Canavan,fce954afeb184e61,10079_16781_16207,Canavan disease,MONDO_grouped,2,1487,gene/protein,CTBP1,NCBI,Canavan disease (disease) > microcephaly (disease) > CTBP1 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
