disease_cohort,path_id,anchor_disease_id,anchor_disease_name,anchor_disease_source,path_length,end_node_id,end_node_type,end_node_name,end_node_source,path_node_names,path_node_types,path_relations,novel_edge_count,literature_edge_count
Batten,764953c5f75ccf74,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6010,gene/protein,RHO,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > severe early-childhood-onset retinal dystrophy (disease) > RHO (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Batten,b2068ba2e7c11359,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,55145,gene/protein,THAP1,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > ATF4 (gene/protein) > THAP1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,1a1dc9e54090acca,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,55145,gene/protein,THAP1,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > CLN3 (gene/protein) > THAP1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,06c811d1a9ce7baf,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6914,biological_process,autophagy,GO,infantile neuronal ceroid lipofuscinosis (disease) > CTSD (gene/protein) > autophagy (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,a144bf3dc545cb1c,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,51641,biological_process,cellular localization,GO,infantile neuronal ceroid lipofuscinosis (disease) > CTSD (gene/protein) > cellular localization (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,7214964a730c6619,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,46903,biological_process,secretion,GO,infantile neuronal ceroid lipofuscinosis (disease) > CTSD (gene/protein) > secretion (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,51cf2e3cebad73c6,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,10146,gene/protein,G3BP1,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > CLN3 (gene/protein) > G3BP1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,ddeb550ece0a6068,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,8606_7256_20588_800183,disease,hepatocellular carcinoma,MONDO_grouped,infantile neuronal ceroid lipofuscinosis (disease) > SNRPE (gene/protein) > hepatocellular carcinoma (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,528e4b3fe7547189,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,16477,biological_process,cell migration,GO,infantile neuronal ceroid lipofuscinosis (disease) > SNRPE (gene/protein) > cell migration (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,ebd5552fb2b02cec,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,54982,gene/protein,CLN6,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > CLN6 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,9c806dc8b9041a15,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,2055,gene/protein,CLN8,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > CLN8 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,e7d2557a0ff03284,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,1201,gene/protein,CLN3,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > CLN3 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,bff3b1f2931689ff,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,5538,gene/protein,PPT1,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > PPT1 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,36389a85ba9c881a,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,1203,gene/protein,CLN5,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > CLN5 (gene/protein),disease > gene/protein > gene/protein,associated with > ppi,2,1
Batten,885188afb73316d6,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > neuronal ceroid lipofuscinosis (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,ec665b5fb47271b8,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,15674,disease,late infantile neuronal ceroid lipofuscinosis,MONDO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > late infantile neuronal ceroid lipofuscinosis (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,84f0779c101a93cf,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,14669_13786_20778_11395_14427_13002_14372_30440_20780_11987_12464_957240_12983_11143_10905_11355_14068_10969_14153_11564_12483_7362_13348_15993_14980_1012582_800326_1011264_1011266_1011267_1011268_1011272_1012681_1012685,disease,cone-rod dystrophy,MONDO_grouped,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > cone-rod dystrophy (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,08fc2878edf8c9b1,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,16660,disease,autosomal recessive primary microcephaly,MONDO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > autosomal recessive primary microcephaly (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,d3ff5b55f6c3a561,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,3847,disease,hereditary disease,MONDO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > hereditary disease (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,d73c9476eba647c3,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,19200_13469_10259_8377_13395_13052_11137_10320_12477_12943_13468_54708_12625_11272_12813_14186_14345_14093_8379_12523_859308_8378_14871_44314_13429_36482_32834_30071_13175_12363_13402_14323_14692_13314_32577_32940_13414_14929_10945_859367_10818_13437_13315_10806_13425_13405_10828_13516_13413_11935_13436_14850_44320_15013_13610_14400_12796_13407_10761_957314_32604_13611_12463_12367_32689_13447_10827_13263_14687_11075_12024_14618_13312_30797_13328_910_10227_11974_11630_14653_13274_14256_10723_30619_32873_33563_13780_1010334_1011259_800328_9982_10374_11259_800348_800352_800359_975840_1011258_1011276_1060144,disease,retinitis pigmentosa,MONDO_grouped,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > retinitis pigmentosa (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,859e2c87949cbd98,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,11370_10819_19353_1011282,disease,Stargardt disease,MONDO_grouped,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > Stargardt disease (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,36a5775f8937bf8d,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,19118,disease,inherited retinal dystrophy,MONDO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > inherited retinal dystrophy (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,5211768e71f34012,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,24569_8131_14571_9786_957978_7429_8133_8135_957935_12543_33549_15011_957824_10698_20737_3608_11536_8132_9788,disease,optic atrophy,MONDO_grouped,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > optic atrophy (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,12009e02b0c4ca43,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,2320,disease,congenital nervous system disorder,MONDO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > congenital nervous system disorder (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,fce25570300ccf6b,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,9549,disease,severe early-childhood-onset retinal dystrophy,MONDO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > severe early-childhood-onset retinal dystrophy (disease),disease > gene/protein > disease,associated with > associated with,2,1
Batten,9a3860fe999a4818,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,256471,gene/protein,MFSD8,NCBI,infantile neuronal ceroid lipofuscinosis (disease) > severe early-childhood-onset retinal dystrophy (disease) > MFSD8 (gene/protein),disease > disease > gene/protein,phenotype present > associated with,2,1
Batten,a08c1c3fc4d98a2a,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,62054,molecular_function,fluoride channel activity,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > fluoride channel activity (molecular_function),disease > gene/protein > molecular_function,associated with > interacts with,2,1
Batten,6b87dc779539c2ea,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,5254,molecular_function,chloride channel activity,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > chloride channel activity (molecular_function),disease > gene/protein > molecular_function,associated with > interacts with,2,1
Batten,8a5a6c7b339dc743,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,15111,molecular_function,iodide transmembrane transporter activity,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > iodide transmembrane transporter activity (molecular_function),disease > gene/protein > molecular_function,associated with > interacts with,2,1
Batten,39505cfd35306bd7,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,5764,cellular_component,lysosome,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > lysosome (cellular_component),disease > gene/protein > cellular_component,associated with > interacts with,2,1
Batten,a7c90786d59745a2,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,5739,cellular_component,mitochondrion,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > mitochondrion (cellular_component),disease > gene/protein > cellular_component,associated with > interacts with,2,1
Batten,41703749ecbe33e1,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,10008,cellular_component,endosome membrane,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > endosome membrane (cellular_component),disease > gene/protein > cellular_component,associated with > interacts with,2,1
Batten,039e205efee7769e,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,34707,cellular_component,chloride channel complex,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > chloride channel complex (cellular_component),disease > gene/protein > cellular_component,associated with > interacts with,2,1
Batten,2d7734dea02a5a4a,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,16020,cellular_component,membrane,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > membrane (cellular_component),disease > gene/protein > cellular_component,associated with > interacts with,2,1
Batten,8dfb96da4050efa8,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6915,biological_process,apoptotic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > apoptotic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,2759b4f4222b9cd3,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6096,biological_process,glycolytic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > glycolytic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,1b8c5fe0767bcb19,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,42063,biological_process,gliogenesis,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > gliogenesis (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,7b8edd0bf2bf9d54,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,1905146,biological_process,lysosomal protein catabolic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > lysosomal protein catabolic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,eaa45e3b9fb331ba,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,8340,biological_process,determination of adult lifespan,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > determination of adult lifespan (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,d1273a87562d774d,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,43524,biological_process,negative regulation of neuron apoptotic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > negative regulation of neuron apoptotic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,a1fc2c956199e018,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,7005,biological_process,mitochondrion organization,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > mitochondrion organization (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,b0ef630ac3d31f8f,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,34220,biological_process,monoatomic ion transmembrane transport,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > monoatomic ion transmembrane transport (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,1b8d7240ebf512db,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,1902476,biological_process,chloride transmembrane transport,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > chloride transmembrane transport (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,0ec3f635e18b6b9a,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,14004,biological_process,microglia differentiation,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > microglia differentiation (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,faa376f97ace0f17,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,48708,biological_process,astrocyte differentiation,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > astrocyte differentiation (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,46ed8a30f701b66c,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,50821,biological_process,protein stabilization,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > protein stabilization (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,341d3060c4758952,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,50905,biological_process,neuromuscular process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > neuromuscular process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,2b1472bb90100ac9,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,61744,biological_process,motor behavior,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > motor behavior (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,ce99b2ce63685bd9,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,9100,biological_process,glycoprotein metabolic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > glycoprotein metabolic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,41fd8c090c5ce779,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,35264,biological_process,multicellular organism growth,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > multicellular organism growth (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,2fe0b2e031a8922e,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,60041,biological_process,retina development in camera-type eye,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > retina development in camera-type eye (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,2d4d44d7e23dfd0c,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6664,biological_process,glycolipid metabolic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > glycolipid metabolic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,d2be5642f8ef5147,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,10467,biological_process,gene expression,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > gene expression (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,9bfa7b15a3e8cce7,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,15705,biological_process,iodide transport,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > iodide transport (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,ab973de6e44cf250,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,51235,biological_process,maintenance of location,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > maintenance of location (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,1fe3d404edd85025,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,45333,biological_process,cellular respiration,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > cellular respiration (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,77ce83478837169a,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6914,biological_process,autophagy,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > autophagy (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,fe29bc55899f5dc3,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,1903424,biological_process,fluoride transmembrane transport,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > fluoride transmembrane transport (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,0174a01687eee194,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6821,biological_process,chloride transport,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > chloride transport (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,716c5d4a66af1032,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,51402,biological_process,neuron apoptotic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > neuron apoptotic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,acc06518790c9802,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,72593,biological_process,reactive oxygen species metabolic process,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > reactive oxygen species metabolic process (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,e720c2dd0877b381,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,70841,biological_process,inclusion body assembly,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > inclusion body assembly (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,348a5b416efa2321,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,6811,biological_process,monoatomic ion transport,GO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > monoatomic ion transport (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,933d37ce790af6bf,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,4804,anatomy,oviduct epithelium,UBERON,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > oviduct epithelium (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Batten,c30ebddaa4ea478d,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,18303,anatomy,adrenal tissue,UBERON,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > adrenal tissue (anatomy),disease > gene/protein > anatomy,associated with > expression present,2,1
Batten,1dc4939093b01115,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,1272,effect/phenotype,Cerebellar atrophy,HPO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > Cerebellar atrophy (effect/phenotype),disease > gene/protein > effect/phenotype,associated with > associated with,2,2
Batten,b87ec68e62879a69,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,2059,effect/phenotype,Cerebral atrophy,HPO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > Cerebral atrophy (effect/phenotype),disease > gene/protein > effect/phenotype,associated with > associated with,2,2
Batten,a99cdfe9935b7194,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,2376,effect/phenotype,Developmental regression,HPO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > Developmental regression (effect/phenotype),disease > gene/protein > effect/phenotype,associated with > associated with,2,2
Batten,613fd36235af4900,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,1149,disease,microcephaly,MONDO,infantile neuronal ceroid lipofuscinosis (disease) > MFSD8 (gene/protein) > microcephaly (disease),disease > gene/protein > disease,associated with > associated with,2,2
Batten,e308df4e88097417,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,33299,biological_process,secretion of lysosomal enzymes,GO,infantile neuronal ceroid lipofuscinosis (disease) > TPP1 (gene/protein) > secretion of lysosomal enzymes (biological_process),disease > gene/protein > biological_process,associated with > interacts with,2,1
Batten,f58db9c4ad61d38e,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,DB13173,drug,Cerliponase alfa,DrugBank,infantile neuronal ceroid lipofuscinosis (disease) > TPP1 (gene/protein) > Cerliponase alfa (drug),disease > gene/protein > drug,associated with > target,2,1
Batten,fe1b59c3ba8e30b6,2561_1011459_1011980_19261,infantile neuronal ceroid lipofuscinosis,MONDO_grouped,2,529,effect/phenotype,Progressive visual loss,HPO,infantile neuronal ceroid lipofuscinosis (disease) > CLN3 (gene/protein) > Progressive visual loss (effect/phenotype),disease > gene/protein > effect/phenotype,associated with > associated with,2,1
