disease_cohort,path_id,anchor_disease_id,anchor_disease_name,anchor_disease_source,path_length,end_node_id,end_node_type,end_node_name,end_node_source,path_node_names,path_node_types,path_relations,novel_edge_count,literature_edge_count
NPC,1568c7826a7cc424,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,12941_8617_54849_9960_33643_32601_13153_12831_12845_12875_30314_11471_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,disease,inflammatory bowel disease,MONDO_grouped,Niemann-Pick disease type C (disease) > inflammatory bowel disease (disease),disease > disease,phenotype present,1,1
NPC,5bc96ee2b336c520,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,19542,disease,acute liver failure,MONDO,Niemann-Pick disease type C (disease) > acute liver failure (disease),disease > disease,phenotype present,1,1
NPC,55f214e1f6e175bc,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,11552_10897_10943_8414_5090_13498_33312_100182_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506_14092_800358,disease,schizophrenia,MONDO_grouped,Niemann-Pick disease type C (disease) > schizophrenia (disease),disease > disease,phenotype present,1,1
NPC,e7b4806b9f73c542,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,3489,effect/phenotype,Acute episodes of neuropathic symptoms,HPO,Niemann-Pick disease type C (disease) > Acute episodes of neuropathic symptoms (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,f620b4d5488639d6,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,Niemann-Pick disease type C (disease) > Unesterified cholesterol accumulation in cultured fibroblasts (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,35ca69d168323c95,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,5559,disease,neurodegenerative disease,MONDO,Niemann-Pick disease type C (disease) > neurodegenerative disease (disease),disease > disease,parent-child,1,1
NPC,08d9b86099c27cb4,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,4356,effect/phenotype,Abnormality of lysosomal metabolism,HPO,Niemann-Pick disease type C (disease) > Abnormality of lysosomal metabolism (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,88f14483bebf3532,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,100708,effect/phenotype,Abnormal microglia morphology,HPO,Niemann-Pick disease type C (disease) > Abnormal microglia morphology (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,903c2b29427c7099,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2180,effect/phenotype,Neurodegeneration,HPO,Niemann-Pick disease type C (disease) > Neurodegeneration (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,5100e386e8b98d6d,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1433,effect/phenotype,Hepatosplenomegaly,HPO,Niemann-Pick disease type C (disease) > Hepatosplenomegaly (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,8b17b6bb08df6a38,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,15004_10983_44871_12712_14019_30486_30513_30538_13813_15003_12789_859215_14627_25691_30958_7495_7496_957385_14033_957542_30455_13928_957539_24304_9142_100098,disease,dystonia,MONDO_grouped,Niemann-Pick disease type C (disease) > dystonia (disease),disease > disease,phenotype present,1,1
NPC,1f9d21a800961500,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2015,effect/phenotype,Dysphagia,HPO,Niemann-Pick disease type C (disease) > Dysphagia (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,63f1230839820983,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,437,disease,cerebellar ataxia,MONDO,Niemann-Pick disease type C (disease) > cerebellar ataxia (disease),disease > disease,phenotype present,1,1
NPC,359ba797d4417778,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,18316,disease,fatal post-viral neurodegenerative disorder,MONDO,Niemann-Pick disease type C (disease) > fatal post-viral neurodegenerative disorder (disease),disease > disease,parent-child,1,1
NPC,abd72d087a0f14cf,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,R-HSA-8863678,pathway,Neurodegenerative Diseases,REACTOME,Niemann-Pick disease type C (disease) > Neurodegenerative Diseases (pathway),disease > pathway,parent-child,1,1
NPC,da27b2832c00237c,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2333,effect/phenotype,Motor deterioration,HPO,Niemann-Pick disease type C (disease) > Motor deterioration (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,424800d09aef43be,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,33429,effect/phenotype,Neuroinflammation,HPO,Niemann-Pick disease type C (disease) > Neuroinflammation (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,5acd8f715d755efb,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,33695,effect/phenotype,Occupational disability,HPO,Niemann-Pick disease type C (disease) > Occupational disability (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,106fe9030c309b23,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1522,effect/phenotype,Death in infancy,HPO,Niemann-Pick disease type C (disease) > Death in infancy (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,95932f5769256277,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1251,effect/phenotype,Ataxia,HPO,Niemann-Pick disease type C (disease) > Ataxia (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,8858146fee77c0e9,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1046,effect/phenotype,Intermittent jaundice,HPO,Niemann-Pick disease type C (disease) > Intermittent jaundice (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,61edb7a5adbbd8b2,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1392,effect/phenotype,Abnormality of the liver,HPO,Niemann-Pick disease type C (disease) > Abnormality of the liver (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,cdea34e2e655f6ee,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1260,effect/phenotype,Dysarthria,HPO,Niemann-Pick disease type C (disease) > Dysarthria (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,1d436f96b465d845,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,4302,effect/phenotype,Functional motor deficit,HPO,Niemann-Pick disease type C (disease) > Functional motor deficit (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,e338cc64fc56f8a2,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,100543,effect/phenotype,Cognitive impairment,HPO,Niemann-Pick disease type C (disease) > Cognitive impairment (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,060391bb1e536c2d,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO,Niemann-Pick disease type C (disease) > Vertical supranuclear gaze palsy (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,7e7be48c4b2900d5,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,25708,effect/phenotype,Early young adult onset,HPO,Niemann-Pick disease type C (disease) > Early young adult onset (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,9cb3654032ebb452,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,3621,effect/phenotype,Juvenile onset,HPO,Niemann-Pick disease type C (disease) > Juvenile onset (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,13e4691cade7fadb,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,3651,effect/phenotype,Foam cells,HPO,Niemann-Pick disease type C (disease) > Foam cells (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,873e8e6abff727a0,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,12390,effect/phenotype,Anal fissure,HPO,Niemann-Pick disease type C (disease) > Anal fissure (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,29547a7338a7a529,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,4026,disease,skin tag,MONDO,Niemann-Pick disease type C (disease) > skin tag (disease),disease > disease,phenotype present,1,1
NPC,7b848c8ce68d5ae8,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,976268_32857_30335_32575_32586_957253_976266_7456,disease,diarrhea,MONDO_grouped,Niemann-Pick disease type C (disease) > diarrhea (disease),disease > disease,phenotype present,1,1
NPC,fb65e3582c67f0b5,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,34718,effect/phenotype,Vacuolated hepatocytes,HPO,Niemann-Pick disease type C (disease) > Vacuolated hepatocytes (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,6cd806635569782e,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,15611,disease,neutral lipid storage disease,MONDO,Niemann-Pick disease type C (disease) > neutral lipid storage disease (disease),disease > disease,parent-child,1,1
NPC,8e077f9a7d4060be,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2344,effect/phenotype,Progressive neurologic deterioration,HPO,Niemann-Pick disease type C (disease) > Progressive neurologic deterioration (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,910adba01012946c,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,5395,disease,movement disorder,MONDO,Niemann-Pick disease type C (disease) > movement disorder (disease),disease > disease,phenotype present,1,1
NPC,af12f87b81344350,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1300,effect/phenotype,Parkinsonism,HPO,Niemann-Pick disease type C (disease) > Parkinsonism (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,a81ddb219e28acb1,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,11671_11299_11487_18425_15548,disease,Huntington disease-like,MONDO_grouped,Niemann-Pick disease type C (disease) > Huntington disease-like (disease),disease > disease,phenotype present,1,1
NPC,b9c06391cb51a80b,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,952,effect/phenotype,Jaundice,HPO,Niemann-Pick disease type C (disease) > Jaundice (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,fa718f8b8f1c3259,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,13060,disease,autosomal recessive Parkinson disease 14,MONDO,Niemann-Pick disease type C (disease) > autosomal recessive Parkinson disease 14 (disease),disease > disease,parent-child,1,1
NPC,7c353999eaba9e6c,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,7313,effect/phenotype,Cerebral degeneration,HPO,Niemann-Pick disease type C (disease) > Cerebral degeneration (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,60fb53cf9a392125,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,31211,effect/phenotype,Elevated cholesterol ester level,HPO,Niemann-Pick disease type C (disease) > Elevated cholesterol ester level (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,fc9d9da15782f543,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,11509,disease,"low density lipoprotein cholesterol, mild elevation of",MONDO,"Niemann-Pick disease type C (disease) > low density lipoprotein cholesterol, mild elevation of (disease)",disease > disease,phenotype present,1,1
NPC,81c64461483f34f1,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,8167,effect/phenotype,Very long chain fatty acid accumulation,HPO,Niemann-Pick disease type C (disease) > Very long chain fatty acid accumulation (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,339c5c81196af032,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1744,effect/phenotype,Splenomegaly,HPO,Niemann-Pick disease type C (disease) > Splenomegaly (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,5031cdaca1ed6c42,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,496,effect/phenotype,Abnormality of eye movement,HPO,Niemann-Pick disease type C (disease) > Abnormality of eye movement (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,cdc849d73a4cda56,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,19052,disease,inborn errors of metabolism,MONDO,Niemann-Pick disease type C (disease) > inborn errors of metabolism (disease),disease > disease,parent-child,1,1
NPC,b30091f0367e1142,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,510,disease,synucleinopathy,MONDO,Niemann-Pick disease type C (disease) > synucleinopathy (disease),disease > disease,parent-child,1,1
NPC,e04f8cb7ca567624,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1257,effect/phenotype,Spasticity,HPO,Niemann-Pick disease type C (disease) > Spasticity (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,34a2e065d46033be,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2878,effect/phenotype,Respiratory failure,HPO,Niemann-Pick disease type C (disease) > Respiratory failure (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,4104fcb15d3fdd20,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,17739,disease,disorder of lysosomal-related organelles,MONDO,Niemann-Pick disease type C (disease) > disorder of lysosomal-related organelles (disease),disease > disease,phenotype present,1,1
NPC,87ae8eb3b7a5e00b,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,31847,effect/phenotype,Difficulty walking backward,HPO,Niemann-Pick disease type C (disease) > Difficulty walking backward (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,81a35dd8a3bce7c1,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,3847,disease,hereditary disease,MONDO,Niemann-Pick disease type C (disease) > hereditary disease (disease),disease > disease,parent-child,1,1
NPC,226d82463cab8b05,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1336,effect/phenotype,Myoclonus,HPO,Niemann-Pick disease type C (disease) > Myoclonus (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,9fa7dcfe18f27003,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,7325,effect/phenotype,Generalized dystonia,HPO,Niemann-Pick disease type C (disease) > Generalized dystonia (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,0e59980165fd0277,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,34988,effect/phenotype,Focal necrotic thalamus lesion,HPO,Niemann-Pick disease type C (disease) > Focal necrotic thalamus lesion (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,c95ec40e14cdc7a9,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1824,effect/phenotype,Weight loss,HPO,Niemann-Pick disease type C (disease) > Weight loss (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,a97f0961aa8ba35e,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,605,effect/phenotype,Supranuclear gaze palsy,HPO,Niemann-Pick disease type C (disease) > Supranuclear gaze palsy (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,8ce961ec094649e4,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1396,effect/phenotype,Cholestasis,HPO,Niemann-Pick disease type C (disease) > Cholestasis (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,af94efe226e756eb,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,658,effect/phenotype,Eyelid apraxia,HPO,Niemann-Pick disease type C (disease) > Eyelid apraxia (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,17f6cc0c8b42d8c0,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2240,effect/phenotype,Hepatomegaly,HPO,Niemann-Pick disease type C (disease) > Hepatomegaly (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,a33b63de375b020c,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1252,effect/phenotype,Hypotonia,HPO,Niemann-Pick disease type C (disease) > Hypotonia (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,f2eff64ea8ed0633,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1310,effect/phenotype,Dysmetria,HPO,Niemann-Pick disease type C (disease) > Dysmetria (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,ad214a7eb350f130,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,716,effect/phenotype,Depression,HPO,Niemann-Pick disease type C (disease) > Depression (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,a206df18f94bb479,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,34922,effect/phenotype,Peripheral axon spheroid formation,HPO,Niemann-Pick disease type C (disease) > Peripheral axon spheroid formation (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,22c68a793fd26bb7,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2524,effect/phenotype,Cataplexy,HPO,Niemann-Pick disease type C (disease) > Cataplexy (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,bb03af7b5915523e,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO,Niemann-Pick disease type C (disease) > Vertical supranuclear gaze palsy (effect/phenotype),disease > effect/phenotype,interacts with,1,1
NPC,109e9ce0a651c19a,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,34775,effect/phenotype,Abnormal blink rate,HPO,Niemann-Pick disease type C (disease) > Abnormal blink rate (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,199341487b39bcce,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,7885,effect/phenotype,Slowed horizontal saccades,HPO,Niemann-Pick disease type C (disease) > Slowed horizontal saccades (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,3280a0660c5e760f,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,7772,effect/phenotype,Impaired smooth pursuit,HPO,Niemann-Pick disease type C (disease) > Impaired smooth pursuit (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,e873aede90c33879,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,32014,effect/phenotype,Dysmetric vertical saccades,HPO,Niemann-Pick disease type C (disease) > Dysmetric vertical saccades (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,57215506d9c67987,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,514,effect/phenotype,Slow saccadic eye movements,HPO,Niemann-Pick disease type C (disease) > Slow saccadic eye movements (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,01c4318ceed872c4,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,1151,effect/phenotype,Impaired horizontal smooth pursuit,HPO,Niemann-Pick disease type C (disease) > Impaired horizontal smooth pursuit (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,ff40815387cccaf7,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,7338,effect/phenotype,Hypermetric saccades,HPO,Niemann-Pick disease type C (disease) > Hypermetric saccades (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,27fc70cfffbe7f52,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2457,effect/phenotype,Abnormal head movements,HPO,Niemann-Pick disease type C (disease) > Abnormal head movements (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,827ccae8e4fa4c18,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,8606_7256_20588_800183,disease,hepatocellular carcinoma,MONDO_grouped,Niemann-Pick disease type C (disease) > hepatocellular carcinoma (disease),disease > disease,parent-child,1,1
NPC,88d73692ca7e2802,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,2027,effect/phenotype,Abdominal pain,HPO,Niemann-Pick disease type C (disease) > Abdominal pain (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,a447080e9d9bcb06,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,4466,disease,neuronitis,MONDO,Niemann-Pick disease type C (disease) > neuronitis (disease),disease > disease,parent-child,1,1
NPC,1d6f8ff620005676,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,24238,disease,cerebral degeneration,MONDO,Niemann-Pick disease type C (disease) > cerebral degeneration (disease),disease > disease,parent-child,1,1
NPC,43349285ad8a8190,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,800105,disease,catatonia,MONDO,Niemann-Pick disease type C (disease) > catatonia (disease),disease > disease,phenotype present,1,1
NPC,b7840dda8d22a9a1,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,50890,biological_process,cognition,GO,Niemann-Pick disease type C (disease) > cognition (biological_process),disease > biological_process,phenotype present,1,1
NPC,d01431207fedf4c6,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,7010,effect/phenotype,Poor fine motor coordination,HPO,Niemann-Pick disease type C (disease) > Poor fine motor coordination (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,b13f854272a997fe,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,6025,disease,autosomal recessive disease,MONDO,Niemann-Pick disease type C (disease) > autosomal recessive disease (disease),disease > disease,parent-child,1,1
NPC,4bce60761f152b73,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,3593,effect/phenotype,Infantile onset,HPO,Niemann-Pick disease type C (disease) > Infantile onset (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
NPC,d48afb0f45f8b020,30602_5945_1797_5972,Niemann-Pick disease type C,MONDO_grouped,1,31058,effect/phenotype,Impairment of activities of daily living,HPO,Niemann-Pick disease type C (disease) > Impairment of activities of daily living (effect/phenotype),disease > effect/phenotype,phenotype present,1,1
