,entity_name,original_entity_types,PMID,relation,entity_side
156,axonal trafficking defects,phenotype,34592985,drug_effect,2
160,backward leaning during gait,phenotype,35853348,disease_phenotype_positive,2
163,beam walk latency,phenotype,35563467,phenotype_protein,2
171,bis(monoacylglycero)phosphate biosynthesis pathway,pathway,36823305,pathway_protein,2
172,blinks to elicit saccades,phenotype,34096670,disease_phenotype_positive,2
175,blood-cerebrospinal fluid enlarged extracellular vesicles,anatomy,34720883,anatomy_protein_present,1
177,bor1 knockout,Gene therapy,40504793,drug_effect,1
179,brain capillary endothelial cells,anatomy,36431844,anatomy_protein_present|drug_effect,1|2
181,brain iron dysregulation,phenotype,37348967,disease_phenotype_positive,2
183,brain microvascular endothelial cells,anatomy,39706535,anatomy_disease|anatomy_protein_present,1
184,brain region inflammation,phenotype,34944681,disease_phenotype_positive,2
187,broken hepatocytes,phenotype,37429811,disease_phenotype_positive,2
188,buildup of autophagic organelles in dystrophic axons,phenotype,34085599,disease_phenotype_positive,2
189,buildup of endocytic in dystrophic axons,phenotype,34085599,disease_phenotype_positive,2
224,cancer cell pyroptosis,biological_process,41013744,drug_bioprocess,2
235,cationic amphiphilic agents,drug,36325261,drug_effect,1
238,caused central nervous system inflammation,phenotype,35694196,drug_effect,2
239,caused demyelination,phenotype,35694196,drug_effect,2
240,caused neurological side effects,phenotype,35694196,drug_effect,2
245,cell phenotypic changes,phenotype,40301465,phenotype_phenotype,2
248,cellular and systemic growth control,biological_process,35245460,exposure_bioprocess,2
249,cellular cholesterol trafficking,biological_process,40026274,bioprocess_protein,1|2
251,cellular organelles,cellular_component,34455703,cellcomp_protein|exposure_cellcomp,2
255,central nervous system cholesterol metabolism,biological_process,37670901,bioprocess_protein,1
259,ceramide homeostasis,biological_process,34175669,bioprocess_protein,2
265,cerebellar hypometabolism progression,phenotype,40009086,drug_effect,2
266,cerebellar pathology,pathology,38868844,disease_pathology,2
268,cerebral glucose metabolism,biological_process,34387740,drug_bioprocess,2
269,cerebrospinal fluid neurodegeneration,protein/gene,37670901,protein_protein,1
274,changed morphology of microglia,phenotype,39173891,disease_phenotype_positive,1
282,chloride channel target therapy,drug,38645072,indication,1
286,"cholestane-5α,6β-diol-3β-sulfonate",chemical,37683773,chemical_bioprocess|chemical_effect|chemical_protein,1
290,cholesterol accumlation,phenotype,38142760,phenotype_cellcomp,1
293,cholesterol accumulation in host cytoplasmic dense vesicles,phenotype,39183751,drug_effect,2
294,cholesterol accumulation phenotype,phenotype,36823305,phenotype_protein,1
295,cholesterol acquisition,biological_process,39183751,bioprocess_protein,2
296,cholesterol buildup,phenotype,37507375,disease_phenotype_positive,2
299,cholesterol dyshomeostasis,phenotype,36322609,phenotype_protein,2
300,cholesterol dysregulation,phenotype,39202426,phenotype_protein,2
301,cholesterol egress,biological_process,37440478,bioprocess_protein,2
306,cholesterol localization,phenotype,39706535,drug_effect,2
308,cholesterol overloaded,biological_process,38302739,cellcomp_bioprocess,2
310,cholesterol release from lysosomes,biological_process,40972529,bioprocess_protein,2
311,cholesterol solubilization,biological_process,36116252,drug_bioprocess,2
313,cholesterol storage in endosomes,phenotype,36920149,disease_phenotype_positive,2
314,cholesterol storage in lysosomes,phenotype,36920149,disease_phenotype_positive,2
318,cholesterol transport to the plasma membrane,biological_process,40972529,bioprocess_protein,2
320,cholesterol uptake gene,protein/gene,41013744,protein_protein,1
324,choriod plexus,anatomy,34720883,anatomy_protein_present,1
325,choroid plexus enlargement,phenotype,39689839,disease_phenotype_positive|pathology_phenotype,2
327,choroid plexus volumes,phenotype,39689839,phenotype_protein,2
329,chronic neurodegeneration,phenotype,40221338,disease_phenotype_positive,2
330,ciliary accessible cholesterol,phenotype,40737317,bioprocess_protein|phenotype_protein,1|2
332,circulating inflammatory monocytes,anatomy,37369603,phenotype_anatomy,2
335,clear cholesterol from liver,phenotype,36279795,drug_effect,2
342,coginitive decline,phenotype,40221338,disease_phenotype_positive,2
347,cognitive performance deterioration,phenotype,40701909,disease_phenotype_positive,2
349,complex asparagine-linked glycosylation,biological_process,35563467,bioprocess_protein|disease_phenotype_positive|disease_protein,1|2
356,creatinine synthesis pathway,pathway,39452896,pathway_protein,2
358,cryptic splice donor site,pathology,40026274,pathology_phenotype,1|2
373,cytosolic b-glucosidase,cellular_component,39246358,cellcomp_protein,1
378,damaged peripheral organs,phenotype,35408815,disease_phenotype_positive,2
379,dearth in the lysosome loading of cholesterol transporter,phenotype,38183651,phenotype_protein,1
382,decaarginine endcapped polyrotaxanes,drug,36584173,drug_effect|exposure_cellcomp,1
383,decelerated disease progression,phenotype,40009086,drug_effect,2
385,declined gait abnormalities,phenotype,34387740,drug_effect,2
386,declined motor dysfunction,phenotype,34387740,drug_effect,2
388,decrease cholesterol accumulation,phenotype,35487270,drug_effect,2
389,decrease in cerebrospinal fluid disease severity levels,phenotype,39688135,drug_effect,2
390,decrease long term hematopoietic stem cells in bone marrow,phenotype,35007562,phenotype_protein,1
391,decrease long term hematopoietic stem in bone marrow,phenotype,35007562,phenotype_protein,1
392,decrease short term hematopoietic stem cells in bone marrow,phenotype,35007562,phenotype_protein,1
393,decrease short term hematopoietic stem in bone marrow,phenotype,35007562,phenotype_protein,1
394,decreased astrogliosis,phenotype,34944681,drug_effect,2
399,decreased cholesterol accumulation,phenotype,35159129,drug_effect,2
400,decreased cholesterol content associated with late endosome,phenotype,35507892,phenotype_protein,2
403,decreased levels of adenosine 5′-triphosphate,phenotype,38550777,phenotype_protein,2
405,decreased microgliosis,phenotype,34944681,drug_effect,2
406,decreased mitochondrial glutathione levels,phenotype,38599016,phenotype_protein,2
408,decreased oxidative stress,phenotype,34175669,phenotype_protein,2
413,decreased tumor metastasis,phenotype,35563467,phenotype_protein,2
414,decreased tyrosinase-related protein 1,phenotype,37423302,phenotype_protein,2
415,decreased vacuolar fragmentation,phenotype,40504793,drug_effect,2
416,decreased vertical saccades peak velocity,phenotype,34096670,disease_phenotype_positive,2
417,deep brain signs,phenotype,36199263,phenotype_phenotype,1
419,deep cerebellar nuclei neurons,anatomy,37539272,anatomy_protein_present,2
421,defective fusion of autophagosomes,phenotype,35159316,phenotype_phenotype,1
422,defective fusion of lysosomes,phenotype,35159316,phenotype_phenotype,1
423,defective lysosomal cholesterol efflux,phenotype,36409725,disease_phenotype_positive,2
425,defective mitophagy induction,phenotype,35159316,drug_effect|phenotype_protein,2
434,delayed onset of interferon signaling,phenotype,38254990,phenotype_phenotype,1
435,delayed the onset of motor impairment,phenotype,35507892,phenotype_protein,1
436,delayed the onset of weight loss,phenotype,35507892,phenotype_protein,1
444,deregulation in the cortical circadian rhythm pathway,phenotype,40869913,disease_phenotype_positive,2
450,de‐ramified processes,phenotype,36322609,phenotype_protein,2
459,dissolve cholesterol crystals into free cholesterol,phenotype,34748340,drug_effect,2
464,dysfunctional autophagy,pathology,38821960,pathology_phenotype,1
466,dystonia presentations,phenotype,35853348,disease_phenotype_positive|phenotype_phenotype,2
470,early cholestatic disease,disease,34138521,disease_disease,2
476,early neurodevelopmental disturbance,phenotype,37612148,disease_phenotype_positive,2
480,elevated 7-ketocholesterol,anatomy,36325261,disease_phenotype_positive,2
484,elevated cholesterol on lysosome membranes,phenotype,34085599,disease_phenotype_positive,2
487,elevated levels of free pro-resolving fatty acid epoxides,phenotype,40306479,phenotype_protein,1
488,elevated levels of iron,phenotype,40243519,disease_phenotype_positive,2
489,elevated levels of lipid peroxidation,phenotype,40243519,disease_phenotype_positive,2
490,elevated levels of reactive oxygen species,phenotype,38550777,phenotype_protein,2
493,elevated lysosphingomyelin 509,phenotype,35892469,disease_phenotype_positive,2
495,elevated myristic,phenotype,40306479,phenotype_protein,1
496,elevated myristic acid,phenotype,40306479,phenotype_protein,1
498,elevated oxysterols,anatomy | phenotype,36325261,disease_phenotype_positive|phenotype_protein,1|2
499,elevated palmitoleic acid,phenotype,40306479,phenotype_protein,1
500,elevation of alkyl-lysophosphatidylcholine species,phenotype,39048052,disease_phenotype_positive,2
501,elevations in glucosylceramide isoforms,phenotype,37373322,disease_phenotype_positive,2
502,elevations in mitochondrial caltrium,phenotype,37507375,phenotype_phenotype,1
505,endo-lysosomal network,cellular_component,40026274,cellcomp_protein,1|2
506,endo-lysosomal trafficking pathway,pathway,39747180,pathway_protein,1
507,endo-lysosomes,cellular_component,38599016,phenotype_cellcomp,2
508,endolysosomal accumulation of the lipid,phenotype,39443481,disease_phenotype_positive,2
509,endolysosomal accumulation of unesterified cholesterol,pathology,36064725,disease_phenotype_positive,2
510,endolysosomal comparment,cellular_component,38142760,phenotype_cellcomp,2
511,endolysosomal compartment,cellular_component,35452076|38087834,cellcomp_protein,1
512,endolysosomal storage of unesterified cholesterol,phenotype,34802899,disease_phenotype_positive,2
515,endosomal transportautophagy abnormalities,phenotype,40003936,disease_phenotype_positive,2
518,engulf mitochondria in autophagosomes,biological_process,35159316,drug_bioprocess,2
520,enhance calcium entry,phenotype,37507375,pathology_phenotype,2
526,enhanced the onset of the neurological phenotype,phenotype,37369603,phenotype_phenotype,1
528,enlarged extracellular vesicles,anatomy,34720883,anatomy_protein_present,1
530,enlarged soma size,phenotype,36322609,phenotype_protein,2
572,enzymatic function,phenotype,35016719,disease_phenotype_negative,2
573,enzyme acid sphingomyelinase deficiency,phenotype,38826605,disease_phenotype_positive,2
583,evelated long-chain isoforms of glucosylceramide,phenotype,35833379,disease_phenotype_positive,2
584,exacerbated interferon signaling,phenotype,39202426,phenotype_protein,2
585,excessive accumulation of cholesterol,phenotype,35850050,disease_phenotype_positive,2
586,excessive cholesterol accumulation in the lysosome,phenotype,34748340,disease_phenotype_positive,2
589,extends lifespan,phenotype,36920149,disease_phenotype_positive,2
590,extensive hypometabolism,pathology,40009086,pathology_anatomy_present,1
595,fatal neurodegenerative condition,phenotype,38254990,disease_phenotype_positive,2
596,fatal neurodegenerative disease,disease,40215728,disease_disease,1
597,fatal neurovisceral disorder,phenotype,37454976,disease_protein,2
598,faulty cholesterol trafficking,phenotype,40215728,disease_phenotype_positive,2
599,fibroblast-to-myofibroblast differentiation,biological_process,36804125,bioprocess_protein|drug_bioprocess,1|2
608,foam cell accumulation,phenotype,37454976,disease_phenotype_positive,2
610,formation of multi-laminar storage bodies,phenotype,34592985,phenotype_protein,1
614,free pro-resolving fatty acid epoxides,molecular_function,40306479,pathway_molfunc,2
615,free sterols accumulation,phenotype,37683773,disease_phenotype_positive,2
618,frontotemporal areas,anatomy,40009086,pathology_anatomy_present,2
631,gelastic cataplexy,phenotype,40898442,disease_phenotype_positive,2
636,giant lysosomes,phenotype,36722045,disease_phenotype_positive,2
637,giant multilamellar bodies,phenotype,37683773,disease_phenotype_positive,2
644,glucocerbrosi-dase 2,protein/gene,38302739,drug_protein,2
645,glucosyl ceramide synthase,protein/gene,35140266,drug_protein,2
648,glucosylceramide synthase competitive inhibitor,phenotype,37480097,drug_effect,2
654,glycolipid and cholesterol trafficking,biological_process,35086560,bioprocess_protein,1
657,glycosphingolipid accumulation,phenotype,35007562|36325261|40436106,disease_phenotype_positive|drug_effect,2
666,grey matter loss in the thalami,phenotype,37612148,disease_phenotype_positive,2
673,head and upper body movements,phenotype,34096670,disease_phenotype_positive,2
678,heat shock response 70,protein/gene,34418116,protein_protein,1
683,hepatic and neuronal disorders,phenotype,36116252,drug_effect,2
690,hepatic symtoms,phenotype,39789920,disease_phenotype_positive,2
691,hepatocyte-like cells,anatomy,34830064,anatomy_disease,1
692,hereditary ataxic disorders,phenotype,35192242,disease_phenotype_positive,2
694,high level of unesrerified cholesterol,phenotype,36182715,disease_phenotype_positive,2
697,highly heterogeneous phenotypes,phenotype,38131230,phenotype_protein,1
700,hippocampal subregional atrophy,phenotype,34146215,disease_phenotype_positive,2
707,host cellular cholesterol distribution,biological_process,39183751,bioprocess_protein,2
711,human hematologic and solid cancers,disease,41013744,indication,2
712,human-derived low-density lipoprotein,exposure,40436106,exposure_phenotype,1
719,hypopharyngeal retention,phenotype,36064725,disease_phenotype_positive,2
726,idiopathic neonatal cholestasis,phenotype,34455703,disease_phenotype_positive,2
732,impaired anterograde lysosome transport,phenotype,34085599,disease_phenotype_positive,2
733,impaired axonal lysosomal transport,phenotype,34592985,phenotype_protein,1
734,impaired cargo degradation,phenotype,39547438,phenotype_protein,2
735,impaired glutamate uptake,phenotype,34802899,disease_phenotype_positive,2
736,impaired health-related quality of life,phenotype,34819124,disease_phenotype_positive,2
737,impaired immune surveillance,phenotype,35081253,disease_phenotype_positive,2
738,impaired intestinal stem cell stemness,phenotype,38550777,phenotype_protein,2
739,impaired intracellular cholesterol trafficking,phenotype,39207850|39688135,disease_phenotype_positive,2
740,impaired lipid storage,phenotype,34061502,disease_phenotype_positive,2
741,impaired lysosomal function,phenotype,39048052,disease_phenotype_positive,2
746,impaired neurite outgrowth,phenotype,40436106,exposure_phenotype,2
747,impaired oligodendrocyte lineage maturation,phenotype,37407594,phenotype_protein,1
750,impaired saccadic velocity,phenotype,38868844,disease_phenotype_positive,2
751,impaired smooth pursuit gain,phenotype,38868844,disease_phenotype_positive,2
752,impaired vertical reflexive saccades,phenotype,34096670,disease_phenotype_positive,2
753,impaired vertical saccades,phenotype,38868844,disease_phenotype_positive,2
754,impaired vertical upward and downward saccades,phenotype,34096670,disease_phenotype_positive,2
757,impairment of cognitive inhibition,phenotype,40701909,disease_phenotype_positive,2
759,impairment of lysosomal function,phenotype,39173891,disease_phenotype_positive,2
760,impairment of mitophagy,phenotype,38821960,pathology_phenotype,2
761,impairment of verbal fluency,phenotype,40701909,disease_phenotype_positive,2
762,impairs developmental trajectories,phenotype,36322609,phenotype_protein,2
764,improve lysosomal function,phenotype,34418116,drug_effect,2
765,improve motor coordination,phenotype,40877976,drug_effect,2
766,improved ataxia,phenotype,37128603,drug_effect,2
768,improved behavioural phenotypes,phenotype,37373322,phenotype_protein,1
769,"improved cellular fifitness,",phenotype,40504793,drug_effect,2
770,improved cholesterol efflux,biological_process,40301465,drug_bioprocess,2
771,improved cholesterol mobilization,phenotype,36584173,drug_effect,2
773,improved feeding phenotypes,phenotype,37128603,drug_effect,2
776,improved mitochondrial function,phenotype,40504793,drug_effect,2
777,improved mitochondrial functional performance,phenotype,34175669,phenotype_protein,2
778,improved motor function,phenotype,34290407|38142760,phenotype_protein,2
779,improved motor functions,phenotype,39891227,drug_effect,2
783,improves the decline of locomotor activity,phenotype,38599016,drug_effect,2
786,increase adenosine levels,phenotype,35408815,off_label_use,2
788,increase in inflammatory gene expression,phenotype,34720883,phenotype_protein,1
789,increase long term hematopoietic stem cells in spleen,phenotype,35007562,phenotype_protein,1
790,increase long term hematopoietic stem in cells spleen,phenotype,35007562,phenotype_protein,1
791,increase of mitochondrial cholesterol content,phenotype,34175669,disease_phenotype_positive,2
792,increase of this bile acid,phenotype,38790666,disease_phenotype_positive,2
793,increase short term hematopoietic stem cells in spleen,phenotype,35007562,phenotype_protein,1
794,increase short term hematopoietic stem in cells spleen,phenotype,35007562,phenotype_protein,1
795,increase the number of mature neurons,phenotype,40877976,drug_effect,2
797,"increased 3β,5α,6β-trihydroxycholanyl glycine",phenotype,38790666,disease_phenotype_positive,2
799,increased astrogliosis,phenotype,35563467,disease_phenotype_positive,2
803,increased cholesterol content associated with mitochondria,phenotype,35507892,phenotype_protein,2
811,increased immune response,phenotype,35563467,phenotype_phenotype|phenotype_protein,1|2
814,increased levels of extracellular adenosine,phenotype,35408815,drug_effect,2
816,increased levels of tau protein,phenotype,35455589,disease_protein,2
818,increased lysosomal volume,phenotype,40003936,phenotype_protein,2
819,increased median survival,phenotype,34802899,drug_effect,2
820,increased membrane contact sites,phenotype,38302739,disease_phenotype_positive,2
823,increased mitochondrial membrane fluidity,phenotype,38599016,drug_effect,2
828,increased phosphatidylcholine ratio,phenotype,38599016,drug_effect,2
829,increased phosphatidylethanolamine ratio,phenotype,38599016,drug_effect,2
832,increased plasma granulocyte-colony stimulating factor by 2-fold,phenotype,35007562,phenotype_protein,1
840,increasing adenosine levels,phenotype,35408815,disease_phenotype_positive,2
841,induced extracellular release of lysosomal components,phenotype,40565243,drug_effect,2
844,inefficient efferocytosis,phenotype,39547438,phenotype_protein,2
854,inherited neurovisceral genetic disorder,phenotype,37458497,disease_phenotype_positive,2
857,initial psychopharmacology,phenotype,34744838,disease_phenotype_positive,2
858,injured livers,anatomy,39547438,anatomy_protein_present,1
863,intensive blinking,phenotype,34086834,disease_phenotype_positive,2
867,intolerance of psychopharmacological drugs,phenotype,34744838,disease_phenotype_positive,2
869,intracellular accumulation of non-esterified cholesterol,phenotype,35487270,disease_phenotype_positive,2
870,intracellular accumulation of other lipids,phenotype,35487270,disease_phenotype_positive,2
873,intracellular cholesterol defect,phenotype,36322609,phenotype_anatomy|phenotype_phenotype,1|2
874,intracellular cholesterol trafficking,biological_process | pathway,36116252|37602789|38183651|39706535|40107109,anatomy_protein_absent|bioprocess_protein|pathway_protein,1|2
875,intracellular cholesterol transport inhibitor,drug,39340823,drug_effect|indication,1
876,intracellular mobilization of water-insoluble molecules,biological_process,34879185,bioprocess_protein,2
877,intracellular sphingolipid transport,biological_process,37423302,bioprocess_protein,2
878,intracellular trafficking of cholesterol,biological_process,37245481,bioprocess_protein,2
879,intramitochondrial cholesterol trafficking,biological_process,34175669,bioprocess_protein,2
880,intrathecal 2-hydroxypropyl-β-cyclodextrin,drug,39688135,drug_effect,1
886,isogenic induced pluripotent stem cells,anatomy,36301667,anatomy_protein_present,1
892,kinesin domain,molecular_function,36861884,molfunc_protein,1
901,late endosomal accumulation of unesterified cholesterol,phenotype,39048052,disease_phenotype_positive,2
902,late endosome cholesterol accumulation,phenotype,36823305,cellcomp_protein|disease_phenotype_positive,1|2
903,late endosome cholesterol transport,phenotype,36861884,disease_phenotype_negative,2
904,late endosome morphology,phenotype,36823305,phenotype_protein,1
905,late endosome tubulation,biological_process | phenotype,36861884,bioprocess_protein|disease_phenotype_negative,1|2
909,late lysosomal and endosomal compartments,cellular_component,34418116,cellcomp_protein,1
910,lateral trajectory of the eyes,phenotype,34086834,disease_phenotype_positive,2
918,lipid accumulation in late endosomes,phenotype,34720883,disease_phenotype_positive,2
919,lipid accumulation in lysosomes,phenotype,34720883,disease_phenotype_positive,2
921,lipid burden,phenotype,40215728,drug_effect,2
922,lipid clearance,phenotype,35081253,drug_effect,2
923,lipid dysregulation,phenotype,39202426,disease_phenotype_positive,2
931,lipid transport pathway,biological_process,40257496,bioprocess_protein,2
933,lipid-laden foamy macrophages,phenotype,38826605,disease_phenotype_positive,2
940,liver failure developed,phenotype,36265573,disease_phenotype_positive,2
947,liver−spleen region,anatomy,34061502,anatomy_disease,1
952,long-term congenital immunodeficiencies,disease,35081253,disease_disease,2
953,loose cell bodies,phenotype,38087834,phenotype_protein,1
954,loss in neuronal signaling capacity,phenotype,39340823,drug_effect,2
958,loss of lipid rafts,phenotype,37539272,phenotype_protein,2
959,loss of mental and physical abilities,phenotype,35016719,disease_phenotype_positive,2
963,loss of psychomotor acquisitions,phenotype,37480097,disease_phenotype_positive,2
967,low expression tyrosinase,phenotype,37423302,phenotype_protein,1
968,low levels of esterified cholesterols,phenotype,36182715,disease_phenotype_positive,2
969,low levels of long-chain fatty acids,phenotype,36182715,disease_phenotype_positive,2
973,lower cerebral expression of genes within interferon signaling pathways,phenotype,38254990,phenotype_protein,2
975,lower oxidative stress,phenotype,38254990,phenotype_phenotype,1
976,lower phosphatidylcholine ratio in mitochondria,phenotype,38599016,phenotype_protein,2
977,lower phosphatidylethanolamine ratio in mitochondria,phenotype,38599016,phenotype_protein,2
978,lowered smooth pursuit gain,phenotype,34096670,disease_phenotype_positive,2
987,lyso-sphingolipids,biological_process | phenotype,34810067|41274250,bioprocess_disease|disease_phenotype_positive,1|2
991,lysomsomal storage disorder,disease,35081253,disease_disease,2
995,lysosomal accessible cholesterol,phenotype,40737317,phenotype_protein,2
997,lysosomal accumulation of cholesterol,phenotype,34377675|34407999|40306479,disease_phenotype_positive|phenotype_phenotype|phenotype_protein,1|2
998,lysosomal accumulation of unesterified cholesterol,phenotype,39048052,disease_phenotype_positive,2
1000,lysosomal bis(monoacylglycero)phosphate hydrolase,molecular_function,38895439,molfunc_protein,2
1003,lysosomal cholesterol accumulation,phenotype,40107109,disease_phenotype_positive,2
1004,lysosomal cholesterol crystals solubilizer,phenotype,34748340,drug_effect,2
1005,lysosomal cholesterol handling,biological_process,40565243,bioprocess_protein,2
1006,lysosomal cholesterol homeostasis,biological_process | phenotype,35891519|38183651|40333988,anatomy_cellcomp|bioprocess_protein,1|2
1007,lysosomal cholesterol trafficking pathway,biological_process | pathway,39339852,drug_bioprocess|pathway_protein,2
1014,lysosomal differentially expressed proteins,cellular_component,34440927,cellcomp_protein,1
1018,lysosomal dysfunction,phenotype,39518914|40215728,disease_phenotype_positive|phenotype_protein,2
1020,lysosomal leakage,phenotype,36409725,drug_effect|phenotype_phenotype,1|2
1021,lysosomal lipid accumulation,phenotype,35408815|36325261|39789920,disease_phenotype_positive,2
1022,lysosomal lipid storage,disease,38087834,disease_disease,1
1023,lysosomal lipid storage disease,disease,37480097,disease_disease,2
1024,lysosomal membrane permeabilization,biological_process | phenotype,36409725,drug_bioprocess|phenotype_phenotype,1|2
1027,lysosomal storage defects,disease,35016719,disease_phenotype_positive,1
1033,lysosome abundance,phenotype,38183651,phenotype_protein,1
1034,lysosome cholesterol accumulation,phenotype,36823305,disease_phenotype_positive|phenotype_protein,1|2
1037,lysosome dysfunction,phenotype,34851695,anatomy_disease|disease_phenotype_positive,2
1038,lysosome limiting membrane,cellular_component,37423302,cellcomp_protein,2
1042,lysosome tubulation,phenotype,36861884,disease_phenotype_negative,2
1044,lysosome-dependent cell death,phenotype,36409725,drug_effect,2
1047,lysosphingomyelin-509,phenotype,36279795,disease_phenotype_positive,2
1049,macrophage efferocytosis,biological_process,39547438,phenotype_protein,2
1050,maintain normal lipid metabolism,biological_process,36182715,drug_bioprocess,2
1053,massive accumulation of cholesterol within cells,phenotype,37602789,disease_phenotype_positive,2
1054,massive increase in autophagosomes,phenotype,34720883,phenotype_protein,1
1056,mature lymphocyte depletion,phenotype,37369603,phenotype_phenotype,1
1057,mature neuronal cells,anatomy,34377675,pathology_anatomy_present,2
1069,metabolic collapse,phenotype,38821960,pathology_phenotype,2
1072,metabolic irregularities,phenotype,39452896,disease_phenotype_positive,2
1074,metabolite characteristics,phenotype,39452896,disease_phenotype_positive,2
1075,metabolize cholesterol overload,biological_process,37429811,exposure_bioprocess,2
1083,microglia ameboid form,phenotype,39366931,disease_phenotype_positive|phenotype_protein,2
1084,microglia gastrosome expansion,phenotype | protein/gene,39366931,disease_phenotype_positive|phenotype_protein,2
1086,microglial function,biological_process,39173891,bioprocess_protein|drug_effect,1|2
1087,microglial homeostasis,phenotype,34851695,phenotype_protein,1
1091,mild neutrophilia.,phenotype,35007562,phenotype_protein,1
1092,"mild, intermediate, and severe clinical forms",phenotype,38131230,phenotype_phenotype,2
1093,mildly delayed myelination,phenotype,35016719,disease_phenotype_positive,2
1096,missense change,phenotype,35192242,phenotype_protein,1
1097,missing adhesio interthalamica,phenotype,37612148,disease_phenotype_positive,2
1099,mitigate the activation of glial cells,phenotype,40877976,drug_effect,2
1102,mitochondrial cholesterol accumulation,pathology | phenotype,34175669|39706535,pathology_phenotype|phenotype_protein,1|2
1103,mitochondrial cytotoxicity,phenotype,34580197,disease_phenotype_positive,2
1106,mitochondrial dyshomeostasis,phenotype,39202426,disease_phenotype_positive,2
1109,mitochondrial insufficiency,phenotype,38302739,disease_phenotype_positive,2
1112,mitochondrial-lysosomal contacts,cellular_component,39747180,cellcomp_protein,1
1113,mitocondrial differentially expressed proteins,protein/gene,34440927,cellcomp_protein|phenotype_protein,2
